onet_soc,title,description,soc2018,ilo_exposure_mean,ilo_exposure_min,ilo_exposure_max,ilo_isco_count,mapping_confidence,observed_exposure,Context,Interaction,Judgment,Physicality,Responsibility,hm_dimensions_available,HumanMoat_seed_equal_weight,HumanMoat_confidence,ILO_Exposure_Score,Anthropic_Observed_Exposure_Score,AI_Exposure_Composite_Descriptive,coverage_count,data_confidence,_soc6,2025 National Employment Matrix title,2025 National Employment Matrix code,Occupation type,"Employment, 2025","Employment, 2035","Employment distribution, percent, 2025","Employment distribution, percent, 2035","Employment change, numeric, 2025–35","Employment change, percent, 2025–35","Percent self-employed, 2025","Occupational openings, 2025–35 annual average","Median annual wage, dollars, 2025",Typical education needed for entry,Work experience in a related occupation,Typical on-the-job training needed to attain competency in the occupation,Related Occupational Outlook Handbook (OOH) content,Related Occupational Outlook Handbook (OOH) content.1,"Labor force exit rate, 2025–35 annual average","Occupational transfer rate, 2025–35 annual average","Total occupational separations rate, 2025–35 annual average","Labor force exits, 2025–35 annual average","Occupational transfers, 2025–35 annual average","Total occupational separations, 2025–35 annual average","Occupational openings, 2025–35 annual average_sep",2025 National Employment Matrix title_skill,Adaptability,Computers and information technology,Creativity and innovation,Critical and analytical thinking,Customer service,Detail oriented,Fine motor,Interpersonal,Leadership,Mathematics,Mechanical,Physical strength and stamina,Problem solving and decision making,Project management,Science,Speaking and listening,Writing and reading,Top highest skill,Second highest skill,Third highest skill,opening_rate_pct,growth_percentile,wage_percentile,opening_rate_percentile
11-3131.00,Training and Development Managers,"Plan, direct, or coordinate the training and development activities and staff of an organization.",11-3131,0.3563636363636364,0.3563636363636364,0.3563636363636364,1,A,0.3777,46.0300036589828,62.425905598243695,56.16538602268569,12.586900841566049,6.586169045005489,5.0,36.75887303329674,A,35.63636363636364,37.77,36.70318181818182,4,A,11-3131,      Training and development managers,11-3131,Line item,50.2,53.5,0.0,0.0,3.2,6.4,0.4,4.1,133000,Bachelor's degree,5 years or more,,OOH Content,"<a href=""https://www.bls.gov/ooh/management/training-and-development-managers.htm"">OOH Content</a>",2.3,5.0,7.3,1.2,2.6,3.8,4.1,Training and development managers,79.0,79.0,90.0,80.0,36.0,2.0,13.0,81.0,100.0,49.0,1.0,12.0,63.0,99.0,7.0,89.0,83.0,Leadership,Adaptability,Writing and reading,8.167330677290835,82.73164861612516,93.0909090909091,48.73646209386281
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers","Plan, direct, or coordinate the management or operation of farms, ranches, greenhouses, aquacultural operations, nurseries, timber tracts, or other agricultural establishments. May hire, train, and supervise farm workers or contract for services to carry out the day-to-day activities of the managed operation. May engage in or supervise planting, cultivating, harvesting, and financial and marketing activities.",11-9013,0.2446618589743589,0.2196153846153846,0.2697083333333333,2,B,0.0,51.39041346505672,63.34796926454446,66.53860226856933,70.41712403951702,62.596048298573,5.0,62.85803146725211,A,24.466185897435896,0.0,12.233092948717948,4,A,11-9013,"      Farmers, ranchers, and other agricultural managers",11-9013,Line item,788.7,762.2,0.5,0.4,-26.5,-3.4,66.9,70.8,89900,High school diploma or equivalent,5 years or more,,OOH Content,"<a href=""https://www.bls.gov/ooh/management/farmers-ranchers-and-other-agricultural-managers.htm"">OOH Content</a>",6.2,3.3,9.5,48.1,25.4,73.5,70.8,"Farmers, ranchers, and other agricultural managers",44.0,36.0,78.0,72.0,47.0,21.0,50.0,52.0,89.0,81.0,78.0,62.0,79.0,98.0,89.0,55.0,60.0,Problem solving and decision making,Adaptability,Leadership,8.976797261316088,16.004813477737663,77.93939393939394,60.89049338146811
11-9021.00,Construction Managers,"Plan, direct, or coordinate, usually through subordinate supervisory personnel, activities concerned with the construction and maintenance of structures, facilities, and systems. Participate in the conceptual development of a construction project and oversee its organization, scheduling, budgeting, and implementation. Includes managers in specialized construction fields, such as carpentry or plumbing.",11-9021,0.2377045454545454,0.1369999999999999,0.3384090909090909,2,B,0.1186,66.7581412367362,75.41163556531284,61.96487376509331,62.97109403585802,73.8748627881449,5.0,68.19612147822906,A,23.770454545454538,11.86,17.81522727272727,4,A,11-9021,      Construction managers,11-9021,Line item,609.1,664.3,0.4,0.4,55.2,9.1,37.6,49.7,114990,Bachelor's degree,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/management/construction-managers.htm"">OOH Content</a>",2.2,4.8,6.9,13.8,30.4,44.2,49.7,Construction managers,76.0,62.0,67.0,86.0,68.0,76.0,37.0,66.0,97.0,94.0,63.0,52.0,93.0,100.0,80.0,84.0,73.0,Leadership,Adaptability,Problem solving and decision making,8.159579707765555,90.49338146811071,89.57575757575758,48.61612515042118
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare","Plan, direct, or coordinate academic or nonacademic activities of preschools or childcare centers and programs, including before- and after-school care.",11-9031,0.2994444444444444,0.2994444444444444,0.2994444444444444,1,A,0.0395,74.14928649835345,80.94401756311746,67.81924624954263,43.57848518111965,75.05488474204171,5.0,68.30918404683497,A,29.94444444444444,3.95,16.94722222222222,4,A,11-9031,"        Education and childcare administrators, preschool and daycare",11-9031,Line item,91.9,89.0,0.1,0.1,-2.9,-3.1,5.8,5.2,59300,Bachelor's degree,Less than 5 years,,OOH Content,"<a href=""https://www.bls.gov/ooh/management/preschool-and-childcare-center-directors.htm"">OOH Content</a>",2.2,3.8,6.0,2.0,3.4,5.4,5.2,"Education and childcare administrators, preschool and daycare",87.0,50.0,89.0,60.0,88.0,75.0,22.0,90.0,98.0,70.0,23.0,39.0,91.0,98.0,51.0,76.0,73.0,Adaptability,Leadership,Interpersonal,5.658324265505985,17.509025270758123,47.03030303030303,10.469314079422382
11-9032.00,"Education Administrators, Kindergarten through Secondary","Plan, direct, or coordinate the academic, administrative, or auxiliary activities of kindergarten, elementary, or secondary schools.",11-9032,0.3629545454545454,0.3629545454545454,0.3629545454545454,1,A,0.0525,72.48444932308817,87.5192096597146,69.72191730698866,31.77826564215148,40.861690450054894,5.0,60.473106476399565,A,36.29545454545454,5.25,20.77272727272727,4,A,11-9032,"        Education administrators, kindergarten through secondary",11-9032,Line item,343.8,342.7,0.2,0.2,-1.2,-0.3,1.4,20.6,105870,Master's degree,5 years or more,,OOH Content,"<a href=""https://www.bls.gov/ooh/management/elementary-middle-and-high-school-principals.htm"">OOH Content</a>",2.2,3.8,6.0,7.6,13.1,20.7,20.6,"Education administrators, kindergarten through secondary",91.0,73.0,91.0,97.0,85.0,5.0,4.0,95.0,100.0,83.0,28.0,35.0,98.0,99.0,54.0,100.0,99.0,Leadership,Writing and reading,Speaking and listening,5.991855730075626,26.052948255114323,87.27272727272727,13.598074608904934
11-9033.00,"Education Administrators, Postsecondary","Plan, direct, or coordinate student instruction, administration, and services, as well as other research and educational activities, at postsecondary institutions, including universities, colleges, and junior and community colleges.",11-9033,0.3629545454545454,0.3629545454545454,0.3629545454545454,1,A,0.0644,83.1686791072082,73.46871569703623,90.34028540065862,9.60482985729967,57.21734357848518,5.0,62.75997072813758,A,36.29545454545454,6.44,21.36772727272727,4,A,11-9033,"        Education administrators, postsecondary",11-9033,Line item,231.8,235.9,0.1,0.1,4.1,1.8,2.5,14.5,104590,Master's degree,Less than 5 years,,OOH Content,"<a href=""https://www.bls.gov/ooh/management/postsecondary-education-administrators.htm"">OOH Content</a>",2.2,3.8,6.0,5.2,8.9,14.1,14.5,"Education administrators, postsecondary",86.0,51.0,93.0,78.0,65.0,36.0,1.0,80.0,94.0,70.0,2.0,12.0,97.0,96.0,26.0,91.0,90.0,Problem solving and decision making,Adaptability,Writing and reading,6.25539257981018,39.16967509025271,86.3030303030303,16.125150421179303
11-9039.00,"Education Administrators, All Other",All education administrators not listed separately.,11-9039,0.3629545454545454,0.3629545454545454,0.3629545454545454,1,A,,,,,,,,,,36.29545454545454,,36.29545454545454,2,C,11-9039,"        Education administrators, all other",11-9039,Line item,62.0,63.0,0.0,0.0,1.0,1.6,4.3,3.9,95200,Bachelor's degree,Less than 5 years,,—,—,2.2,3.8,6.0,1.4,2.4,3.8,3.9,"Education administrators, all other[1]",89.0,60.0,92.0,86.0,79.0,17.0,6.0,89.0,99.0,77.0,21.0,30.0,97.0,99.0,45.0,98.0,97.0,Adaptability,Leadership,Writing and reading,6.290322580645161,37.66546329723225,80.24242424242424,16.365824308062578
11-9041.00,Architectural and Engineering Managers,"Plan, direct, or coordinate activities in such fields as architecture and engineering or research and development in these fields.",11-9041,0.3975,0.3975,0.3975,1,A,0.0306,74.42371020856201,77.596048298573,75.08232711306256,26.80204903036956,51.399560922063664,5.0,61.06073911452616,A,39.75,3.06,21.405,4,A,11-9041,      Architectural and engineering managers,11-9041,Line item,220.9,233.1,0.1,0.1,12.2,5.5,0.2,14.9,171270,Bachelor's degree,5 years or more,,OOH Content,"<a href=""https://www.bls.gov/ooh/management/architectural-and-engineering-managers.htm"">OOH Content</a>",2.0,4.1,6.0,4.4,9.3,13.7,14.9,Architectural and engineering managers,79.0,83.0,94.0,82.0,62.0,34.0,27.0,51.0,96.0,96.0,43.0,13.0,92.0,92.0,81.0,82.0,82.0,Adaptability,Problem solving and decision making,Leadership,6.7451335445903124,75.27075812274369,96.72727272727273,24.187725631768952
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,"Define, plan, or execute biofuels/biodiesel research programs that evaluate alternative feedstock and process technologies with near-term commercial potential.",11-9041,0.3975,0.3975,0.3975,1,A,0.0306,61.251372118551046,49.42919868276618,75.92389315770215,38.74862788144896,46.02085620197585,5.0,54.27478960848883,A,39.75,3.06,21.405,4,A,11-9041,      Architectural and engineering managers,11-9041,Line item,220.9,233.1,0.1,0.1,12.2,5.5,0.2,14.9,171270,Bachelor's degree,5 years or more,,OOH Content,"<a href=""https://www.bls.gov/ooh/management/architectural-and-engineering-managers.htm"">OOH Content</a>",2.0,4.1,6.0,4.4,9.3,13.7,14.9,Architectural and engineering managers,79.0,83.0,94.0,82.0,62.0,34.0,27.0,51.0,96.0,96.0,43.0,13.0,92.0,92.0,81.0,82.0,82.0,Adaptability,Problem solving and decision making,Leadership,6.7451335445903124,75.27075812274369,96.72727272727273,24.187725631768952
11-9051.00,Food Service Managers,"Plan, direct, or coordinate activities of an organization or department that serves food and beverages.",11-9051,0.363,0.363,0.363,1,A,0.0,78.75960482985731,90.12074643249176,70.16099524332236,64.6359312111233,68.11196487376509,5.0,74.35784851811196,A,36.3,0.0,18.15,4,A,11-9051,      Food service managers,11-9051,Line item,344.3,364.2,0.2,0.2,19.9,5.8,30.6,38.8,69390,High school diploma or equivalent,Less than 5 years,Short-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/management/food-service-managers.htm"">OOH Content</a>",3.1,7.3,10.4,11.0,25.8,36.8,38.8,Food service managers,68.0,37.0,55.0,58.0,94.0,38.0,40.0,79.0,98.0,75.0,54.0,55.0,78.0,95.0,29.0,59.0,51.0,Leadership,Adaptability,Customer service,11.269241940168456,78.21901323706378,61.33333333333333,79.9037304452467
11-9071.00,Gambling Managers,"Plan, direct, or coordinate gambling operations in a casino. May formulate house rules.",11-9071,0.3225,0.3225,0.3225,1,A,0.0,84.68715697036224,91.47091108671788,72.9784120014636,28.59495060373216,81.17453347969266,5.0,71.7811928283937,A,32.25,0.0,16.125,4,A,11-9071,        Gambling managers,11-9071,Line item,5.6,5.8,0.0,0.0,0.2,3.6,7.7,0.6,93220,High school diploma or equivalent,Less than 5 years,,OOH Content,"<a href=""https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm"">OOH Content</a>",3.9,6.7,10.6,0.2,0.4,0.6,0.6,Gambling managers,73.0,63.0,48.0,72.0,96.0,80.0,22.0,74.0,93.0,91.0,35.0,38.0,92.0,91.0,25.0,73.0,56.0,Adaptability,Problem solving and decision making,Customer service,10.714285714285715,57.821901323706385,79.27272727272727,76.59446450060169
11-9072.00,"Entertainment and Recreation Managers, Except Gambling","Plan, direct, or coordinate entertainment and recreational activities and operations of a recreational facility, including cruise ships and parks.",11-9072,0.3666787037037036,0.3225,0.4189999999999999,6,C,,61.45261617270398,83.89681668496158,75.28357116721553,51.26234906695939,62.21185510428101,5.0,66.8214416392243,A,36.667870370370366,,36.667870370370366,3,B,11-9072,"        Entertainment and recreation managers, except gambling",11-9072,Line item,43.9,46.5,0.0,0.0,2.7,6.0,8.4,5.1,79520,Bachelor's degree,Less than 5 years,,OOH Content,"<a href=""https://www.bls.gov/ooh/management/entertainment-and-recreation-managers.htm"">OOH Content</a>",3.9,6.7,10.6,1.8,3.0,4.8,5.1,"Entertainment and recreation managers, except gambling",79.0,68.0,95.0,57.0,88.0,30.0,20.0,89.0,96.0,59.0,34.0,45.0,79.0,98.0,72.0,90.0,74.0,Adaptability,Interpersonal,Leadership,11.617312072892938,80.14440433212997,72.72727272727273,82.43080625752106
11-9081.00,Lodging Managers,"Plan, direct, or coordinate activities of an organization or department that provides lodging and other accommodations.",11-9081,0.373,0.373,0.373,1,A,0.1215,87.98024149286498,90.65861690450056,82.80278082693012,47.8229052323454,62.294182217343575,5.0,74.31174533479692,A,37.3,12.15,24.725,4,A,11-9081,      Lodging managers,11-9081,Line item,54.8,56.9,0.0,0.0,2.1,3.8,20.7,5.5,69250,High school diploma or equivalent,Less than 5 years,,OOH Content,"<a href=""https://www.bls.gov/ooh/management/lodging-managers.htm"">OOH Content</a>",3.8,5.7,9.5,2.1,3.2,5.3,5.5,Lodging managers,96.0,77.0,86.0,65.0,97.0,47.0,27.0,92.0,98.0,89.0,48.0,42.0,95.0,95.0,30.0,95.0,71.0,Adaptability,Leadership,Interpersonal,10.036496350364963,60.64981949458483,61.09090909090909,72.44283995186522
11-9111.00,Medical and Health Services Managers,"Plan, direct, or coordinate medical and health services in hospitals, clinics, managed care organizations, public health agencies, or similar organizations.",11-9111,0.353375,0.34375,0.363,2,B,0.0659,55.36040980607391,76.87156970362238,51.71972191730699,28.54006586169045,26.59165751920966,5.0,47.81668496158068,A,35.3375,6.59,20.96375,4,A,11-9111,      Medical and health services managers,11-9111,Line item,640.4,795.5,0.4,0.5,155.1,24.2,4.5,62.3,123860,Bachelor's degree,Less than 5 years,,OOH Content,"<a href=""https://www.bls.gov/ooh/management/medical-and-health-services-managers.htm"">OOH Content</a>",2.4,4.1,6.5,17.2,29.6,46.8,62.3,Medical and health services managers,97.0,92.0,76.0,99.0,83.0,32.0,16.0,86.0,100.0,72.0,25.0,24.0,87.0,100.0,70.0,86.0,87.0,Adaptability,Leadership,Critical and analytical thinking,9.728294815740163,99.51865222623346,91.15151515151516,68.83273164861613
11-9121.00,Natural Sciences Managers,"Plan, direct, or coordinate activities in such fields as life sciences, physical sciences, mathematics, statistics, and research and development in these fields.",11-9121,0.3975,0.3975,0.3975,1,A,0.0613,28.35711672155141,59.90120746432492,53.18331503841932,45.060373216245885,61.85510428100987,5.0,49.67142334431029,A,39.75,6.13,22.94,4,A,11-9121,      Natural sciences managers,11-9121,Line item,112.2,121.5,0.1,0.1,9.2,8.2,—,9.2,167220,Bachelor's degree,5 years or more,,OOH Content,"<a href=""https://www.bls.gov/ooh/management/natural-sciences-managers.htm"">OOH Content</a>",1.7,5.4,7.1,2.0,6.3,8.3,9.2,Natural sciences managers,85.0,91.0,77.0,95.0,35.0,61.0,22.0,56.0,96.0,88.0,47.0,31.0,80.0,99.0,95.0,78.0,89.0,Adaptability,Writing and reading,Leadership,8.19964349376114,88.74849578820698,96.48484848484848,49.09747292418773
11-9121.01,Clinical Research Coordinators,"Plan, direct, or coordinate clinical research projects. Direct the activities of workers engaged in clinical research projects to ensure compliance with protocols and overall clinical objectives. May evaluate and analyze clinical data.",11-9121,0.3975,0.3975,0.3975,1,A,0.0613,41.32821075740944,60.241492864983535,38.364434687156965,30.47932674716429,39.68166849615807,5.0,42.01902671057446,A,39.75,6.13,22.94,4,A,11-9121,      Natural sciences managers,11-9121,Line item,112.2,121.5,0.1,0.1,9.2,8.2,—,9.2,167220,Bachelor's degree,5 years or more,,OOH Content,"<a href=""https://www.bls.gov/ooh/management/natural-sciences-managers.htm"">OOH Content</a>",1.7,5.4,7.1,2.0,6.3,8.3,9.2,Natural sciences managers,85.0,91.0,77.0,95.0,35.0,61.0,22.0,56.0,96.0,88.0,47.0,31.0,80.0,99.0,95.0,78.0,89.0,Adaptability,Writing and reading,Leadership,8.19964349376114,88.74849578820698,96.48484848484848,49.09747292418773
11-9121.02,Water Resource Specialists,"Design or implement programs and strategies related to water resource issues such as supply, quality, and regulatory compliance issues.",11-9121,0.3975,0.3975,0.3975,1,A,0.0613,45.29820709842664,47.63995609220637,56.36663007683864,24.89937797292353,24.58836443468716,5.0,39.75850713501647,A,39.75,6.13,22.94,4,A,11-9121,      Natural sciences managers,11-9121,Line item,112.2,121.5,0.1,0.1,9.2,8.2,—,9.2,167220,Bachelor's degree,5 years or more,,OOH Content,"<a href=""https://www.bls.gov/ooh/management/natural-sciences-managers.htm"">OOH Content</a>",1.7,5.4,7.1,2.0,6.3,8.3,9.2,Natural sciences managers,85.0,91.0,77.0,95.0,35.0,61.0,22.0,56.0,96.0,88.0,47.0,31.0,80.0,99.0,95.0,78.0,89.0,Adaptability,Writing and reading,Leadership,8.19964349376114,88.74849578820698,96.48484848484848,49.09747292418773
11-9131.00,Postmasters and Mail Superintendents,"Plan, direct, or coordinate operational, administrative, management, and support services of a U.S. post office; or coordinate activities of workers engaged in postal and related work in assigned post office.",11-9131,0.4189999999999999,0.4189999999999999,0.4189999999999999,1,A,0.0,73.36260519575558,94.76399560922064,66.73984632272227,43.41383095499452,50.0,5.0,65.65605561653861,A,41.899999999999984,0.0,20.949999999999992,4,A,11-9131,      Postmasters and mail superintendents,11-9131,Line item,13.3,13.2,0.0,0.0,0.0,-0.3,—,0.9,96660,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training,—,—,2.6,4.3,6.9,0.3,0.6,0.9,0.9,Postmasters and mail superintendents,79.0,80.0,59.0,72.0,95.0,31.0,17.0,76.0,98.0,73.0,40.0,37.0,72.0,97.0,25.0,90.0,68.0,Leadership,Adaptability,Customer service,6.7669172932330826,26.052948255114323,81.21212121212122,24.428399518652228
